Customer_ID,Customer_Region,Customer_Country,Customer_City,Customer_Segment
CUST00498,North America,Mexico,Mexico City,Wholesale
CUST00499,North America,Canada,Vancouver,Corporate
CUST00500,Asia,Japan,Osaka,Retail
CUST00501,South America,Argentina,Buenos Aires,Corporate
CUST00502,North America,Mexico,Guadalajara,Corporate
CUST00503,Asia,India,Mumbai,Retail
CUST00504,North America,USA,New York,Retail
CUST00505,Asia,Singapore,Singapore,Corporate
CUST00506,Asia,Japan,Tokyo,Corporate
CUST00507,Asia,South Korea,Seoul,Wholesale
CUST00508,Asia,South Korea,Seoul,Corporate
CUST00509,Asia,India,Chennai,Retail
CUST00510,Europe,France,Lyon,Corporate
CUST00511,North America,Mexico,Mexico City,Retail
CUST00512,North America,Canada,Montreal,E-commerce
CUST00513,North America,Canada,Vancouver,Retail
CUST00514,Europe,Germany,Hamburg,Retail
CUST00515,Asia,South Korea,Seoul,E-commerce
CUST00516,Asia,China,Shenzhen,Corporate
CUST00517,North America,Canada,Toronto,Wholesale
CUST00518,Europe,Germany,Munich,Retail
CUST00519,Asia,South Korea,Seoul,Corporate
CUST00520,Asia,India,Bangalore,Retail
CUST00521,Asia,South Korea,Seoul,Retail
CUST00522,Europe,Netherlands,Amsterdam,Retail
CUST00523,Europe,Spain,Barcelona,Corporate
CUST00524,North America,USA,Los Angeles,Retail
CUST00525,Asia,Japan,Osaka,Retail
CUST00526,North America,Canada,Vancouver,Wholesale
CUST00527,Asia,India,Delhi,E-commerce
CUST00528,Asia,China,Shenzhen,Corporate
CUST00529,North America,Mexico,Guadalajara,E-commerce
CUST00530,North America,USA,Los Angeles,Wholesale
CUST00531,Asia,India,Mumbai,Wholesale
CUST00532,Asia,South Korea,Seoul,E-commerce
CUST00533,Europe,Netherlands,Rotterdam,Wholesale
CUST00534,Europe,Netherlands,Rotterdam,Corporate
CUST00535,Europe,UK,Manchester,Wholesale
CUST00536,Asia,Japan,Osaka,Retail
CUST00537,Asia,South Korea,Seoul,Retail
CUST00538,South America,Brazil,São Paulo,Retail
CUST00539,Middle East,UAE,Dubai,Retail
CUST00540,Asia,India,Bangalore,Wholesale
CUST00541,North America,Canada,Montreal,Corporate
CUST00542,Europe,Netherlands,Rotterdam,Wholesale
CUST00543,Asia,South Korea,Seoul,E-commerce
CUST00544,Middle East,Saudi Arabia,Riyadh,Corporate
CUST00545,Asia,China,Shenzhen,Corporate
CUST00546,Asia,India,Bangalore,Retail
CUST00547,Asia,Singapore,Singapore,Corporate
CUST00548,South America,Argentina,Buenos Aires,Wholesale
CUST00549,North America,Mexico,Guadalajara,Retail
CUST00550,Asia,India,Delhi,Retail
CUST00551,Middle East,Saudi Arabia,Riyadh,Retail
CUST00552,South America,Brazil,São Paulo,Corporate
CUST00553,Europe,France,Paris,Wholesale
CUST00554,Europe,UK,Manchester,E-commerce
CUST00555,South America,Argentina,Buenos Aires,Retail
CUST00556,Asia,India,Mumbai,Corporate
CUST00557,South America,Argentina,Buenos Aires,Retail
CUST00558,North America,USA,Los Angeles,Corporate
CUST00559,North America,Canada,Montreal,Retail
CUST00560,North America,Mexico,Mexico City,E-commerce
CUST00561,Asia,South Korea,Seoul,Retail
CUST00562,Middle East,UAE,Abu Dhabi,Retail
CUST00563,South America,Brazil,Rio de Janeiro,Corporate
CUST00564,Asia,India,Chennai,E-commerce
CUST00565,Europe,Germany,Munich,Corporate
CUST00566,Europe,Spain,Barcelona,Corporate
CUST00567,Asia,South Korea,Seoul,Retail
CUST00568,Middle East,Saudi Arabia,Riyadh,Retail
CUST00569,North America,USA,Houston,Retail
CUST00570,North America,USA,Chicago,Retail
CUST00571,Middle East,UAE,Abu Dhabi,Corporate
CUST00572,Asia,Japan,Tokyo,Retail
CUST00573,Asia,Singapore,Singapore,Corporate
CUST00574,Asia,China,Beijing,Wholesale
CUST00575,Europe,Spain,Barcelona,Retail
CUST00576,North America,Mexico,Mexico City,Wholesale
CUST00577,Asia,Singapore,Singapore,Retail
CUST00578,Asia,Japan,Tokyo,Wholesale
CUST00579,North America,Canada,Toronto,Corporate
CUST00580,North America,USA,Dallas,Wholesale
CUST00581,Europe,Italy,Milan,E-commerce
CUST00582,Asia,South Korea,Seoul,Retail
CUST00583,Asia,Japan,Osaka,Retail
CUST00584,Europe,Italy,Milan,E-commerce
CUST00585,Asia,China,Shanghai,Retail
CUST00586,Europe,UK,Manchester,E-commerce
CUST00587,Asia,China,Shanghai,Corporate
CUST00588,Asia,South Korea,Seoul,Retail
CUST00589,Middle East,UAE,Dubai,E-commerce
CUST00590,Asia,Singapore,Singapore,E-commerce
CUST00591,North America,Mexico,Guadalajara,E-commerce
CUST00592,Europe,Italy,Rome,Corporate
CUST00593,Europe,Italy,Rome,Corporate
CUST00594,Asia,China,Beijing,Retail
CUST00595,Asia,India,Chennai,Wholesale
CUST00596,Asia,Singapore,Singapore,Corporate
CUST00597,Middle East,Saudi Arabia,Riyadh,Retail
CUST00598,North America,Canada,Montreal,Retail
CUST00599,South America,Brazil,Rio de Janeiro,Retail
CUST00600,North America,Canada,Vancouver,Wholesale
CUST00601,Middle East,UAE,Dubai,Corporate
CUST00602,Europe,France,Lyon,Corporate
CUST00603,South America,Brazil,São Paulo,Corporate
CUST00604,Asia,South Korea,Seoul,E-commerce
CUST00605,North America,Canada,Montreal,Corporate
CUST00606,Asia,South Korea,Seoul,Corporate
CUST00607,Europe,Netherlands,Amsterdam,Corporate
CUST00608,Asia,Japan,Osaka,Corporate
CUST00609,Middle East,UAE,Dubai,Retail
CUST00610,Middle East,Saudi Arabia,Riyadh,Retail
CUST00611,South America,Argentina,Buenos Aires,Wholesale
CUST00612,Europe,Spain,Madrid,Wholesale
CUST00613,South America,Brazil,São Paulo,Retail
CUST00614,Asia,Singapore,Singapore,Corporate
CUST00615,North America,Mexico,Mexico City,Wholesale
CUST00616,North America,Canada,Vancouver,Retail
CUST00617,North America,Canada,Vancouver,Retail
CUST00618,Europe,Netherlands,Rotterdam,Retail
CUST00619,Asia,South Korea,Seoul,Retail
CUST00620,Europe,Italy,Rome,Corporate
CUST00621,Europe,Germany,Munich,Retail
CUST00622,Asia,India,Pune,Retail
CUST00623,Asia,Singapore,Singapore,Retail
CUST00624,North America,Canada,Montreal,Corporate
CUST00625,North America,Mexico,Mexico City,Corporate
CUST00626,Europe,France,Paris,E-commerce
CUST00627,Europe,Spain,Madrid,Corporate
CUST00628,Asia,Japan,Osaka,Retail
CUST00629,Europe,Italy,Rome,Retail
CUST00630,Europe,UK,Birmingham,Corporate
CUST00631,North America,Mexico,Mexico City,Wholesale
CUST00632,North America,Canada,Montreal,Wholesale
CUST00633,Middle East,Saudi Arabia,Riyadh,Retail
CUST00634,Asia,China,Shenzhen,Retail
CUST00635,North America,Mexico,Mexico City,E-commerce
CUST00636,Asia,Singapore,Singapore,E-commerce
CUST00637,Asia,India,Bangalore,E-commerce
CUST00638,Europe,France,Paris,Retail
CUST00639,Europe,UK,Manchester,Retail
CUST00640,Asia,Singapore,Singapore,Retail
CUST00641,North America,USA,Los Angeles,Corporate
CUST00642,Asia,China,Shanghai,Corporate
CUST00643,North America,Canada,Toronto,Retail
CUST00644,Europe,Spain,Madrid,Retail
CUST00645,Asia,Japan,Tokyo,Corporate
CUST00646,Asia,South Korea,Seoul,Corporate
CUST00647,North America,USA,Los Angeles,Retail
CUST00648,Europe,UK,Birmingham,Retail
CUST00649,Middle East,UAE,Abu Dhabi,Corporate
CUST00650,North America,USA,Houston,Corporate
CUST00651,Asia,Japan,Tokyo,Corporate
CUST00652,Middle East,Saudi Arabia,Riyadh,Corporate
CUST00653,North America,Mexico,Guadalajara,E-commerce
CUST00654,Asia,China,Shenzhen,Retail
CUST00655,North America,USA,Chicago,Retail
CUST00656,North America,Canada,Toronto,E-commerce
CUST00657,Europe,France,Lyon,Retail
CUST00658,North America,Canada,Vancouver,Retail
CUST00659,North America,Canada,Montreal,Retail
CUST00660,North America,Mexico,Guadalajara,Retail
CUST00661,North America,USA,Seattle,Corporate
CUST00662,Europe,UK,Birmingham,Retail
CUST00663,North America,USA,Seattle,E-commerce
CUST00664,Asia,Japan,Tokyo,Retail
CUST00665,Asia,Singapore,Singapore,Corporate
CUST00666,North America,Mexico,Mexico City,Corporate
CUST00667,Asia,South Korea,Seoul,Retail
CUST00668,Europe,France,Paris,Corporate
CUST00669,Middle East,UAE,Abu Dhabi,Retail
CUST00670,North America,Canada,Montreal,Retail
CUST00671,Europe,UK,Manchester,Wholesale
CUST00672,North America,USA,Los Angeles,E-commerce
CUST00673,Asia,Singapore,Singapore,Retail
CUST00674,North America,USA,Houston,Corporate
CUST00675,Asia,India,Chennai,Retail
CUST00676,Asia,South Korea,Seoul,E-commerce
CUST00677,Asia,China,Beijing,Retail
CUST00678,Asia,India,Bangalore,Retail
CUST00679,Asia,China,Shanghai,Corporate
CUST00680,Asia,Japan,Tokyo,Wholesale
CUST00681,Asia,Japan,Tokyo,Corporate
CUST00682,South America,Brazil,São Paulo,Corporate
CUST00683,Europe,France,Lyon,Retail
CUST00684,Asia,China,Shenzhen,Corporate
CUST00685,Middle East,Saudi Arabia,Riyadh,Corporate
CUST00686,Europe,Spain,Madrid,Wholesale
CUST00687,Europe,Germany,Berlin,Retail
CUST00688,Europe,France,Paris,E-commerce
CUST00689,Asia,China,Shenzhen,Corporate
CUST00690,Asia,South Korea,Seoul,Corporate
CUST00691,Asia,India,Bangalore,Corporate
CUST00692,North America,USA,Chicago,Retail
CUST00693,North America,USA,New York,Wholesale
CUST00694,South America,Brazil,Rio de Janeiro,Retail
CUST00695,Europe,Italy,Rome,Retail
CUST00696,Middle East,UAE,Dubai,E-commerce
CUST00697,Europe,Netherlands,Amsterdam,Wholesale
CUST00698,Europe,Italy,Milan,Corporate
CUST00699,Asia,China,Beijing,Wholesale
CUST00700,Asia,Singapore,Singapore,Wholesale
CUST00701,North America,Mexico,Guadalajara,Wholesale
CUST00702,Asia,China,Shenzhen,Retail
CUST00703,Asia,Singapore,Singapore,Retail
CUST00704,Asia,India,Pune,E-commerce
CUST00705,Europe,France,Paris,Retail
CUST00706,Europe,Spain,Madrid,Retail
CUST00707,North America,Canada,Vancouver,Corporate
CUST00708,South America,Brazil,Rio de Janeiro,Corporate
CUST00709,Middle East,Saudi Arabia,Riyadh,E-commerce
CUST00710,Asia,India,Bangalore,E-commerce
CUST00711,Asia,India,Bangalore,Wholesale
CUST00712,Europe,UK,Birmingham,E-commerce
CUST00713,South America,Brazil,Rio de Janeiro,Wholesale
CUST00714,North America,USA,New York,Retail
CUST00715,Asia,Japan,Osaka,Retail
CUST00716,Asia,China,Shenzhen,Corporate
CUST00717,Asia,Singapore,Singapore,E-commerce
CUST00718,North America,Mexico,Mexico City,Wholesale
CUST00719,Asia,China,Shanghai,E-commerce
CUST00720,South America,Argentina,Buenos Aires,Corporate
CUST00721,North America,Canada,Toronto,Wholesale
CUST00722,Asia,India,Delhi,Corporate
CUST00723,Europe,Germany,Munich,Retail
CUST00724,Europe,France,Lyon,Retail
CUST00725,Asia,South Korea,Seoul,Retail
CUST00726,Middle East,Saudi Arabia,Riyadh,Corporate
CUST00727,Middle East,UAE,Abu Dhabi,Retail
CUST00728,Asia,Japan,Tokyo,Corporate
CUST00729,Europe,Italy,Rome,Retail
CUST00730,North America,Canada,Toronto,Retail
CUST00731,North America,Canada,Vancouver,Corporate
CUST00732,Asia,Singapore,Singapore,Retail
CUST00733,North America,Canada,Vancouver,Corporate
CUST00734,Asia,China,Beijing,E-commerce
CUST00735,Asia,Singapore,Singapore,Corporate
CUST00736,Middle East,Saudi Arabia,Riyadh,Retail
CUST00737,Asia,Singapore,Singapore,Retail
CUST00738,Asia,Singapore,Singapore,Retail
CUST00739,North America,Mexico,Guadalajara,Retail
CUST00740,Europe,France,Paris,E-commerce
CUST00741,North America,USA,Chicago,Corporate
CUST00742,Asia,Japan,Osaka,Corporate
CUST00743,Europe,Netherlands,Rotterdam,Retail
CUST00744,Asia,China,Shenzhen,E-commerce
CUST00745,Europe,Netherlands,Rotterdam,Retail
CUST00746,Europe,Netherlands,Amsterdam,Retail
CUST00747,North America,Mexico,Guadalajara,Wholesale
CUST00748,North America,Mexico,Guadalajara,Retail
CUST00749,Europe,France,Paris,Corporate
CUST00750,Asia,India,Hyderabad,Retail
CUST00751,North America,Mexico,Guadalajara,Retail
CUST00752,Europe,France,Paris,Retail
CUST00753,Asia,India,Delhi,Retail
CUST00754,Middle East,Saudi Arabia,Riyadh,Wholesale
CUST00755,Middle East,UAE,Dubai,Corporate
CUST00756,Asia,China,Shenzhen,Corporate
CUST00757,Europe,France,Lyon,Wholesale
CUST00758,Asia,Singapore,Singapore,Corporate
CUST00759,Asia,South Korea,Seoul,Retail
CUST00760,North America,Mexico,Guadalajara,Corporate
CUST00761,Europe,France,Lyon,Retail
CUST00762,Europe,Netherlands,Amsterdam,Wholesale
CUST00763,South America,Brazil,Rio de Janeiro,E-commerce
CUST00764,North America,Canada,Vancouver,Retail
CUST00765,North America,Mexico,Guadalajara,Retail
CUST00766,Asia,China,Shanghai,Wholesale
CUST00767,Asia,India,Hyderabad,E-commerce
CUST00768,Europe,UK,Manchester,Corporate
CUST00769,North America,Mexico,Guadalajara,E-commerce
CUST00770,North America,Mexico,Mexico City,Corporate
CUST00771,Asia,Japan,Osaka,Corporate
CUST00772,Asia,Singapore,Singapore,Wholesale
CUST00773,Europe,Spain,Barcelona,Corporate
CUST00774,Asia,Singapore,Singapore,Retail
CUST00775,North America,USA,Los Angeles,Retail
CUST00776,Asia,India,Chennai,Retail
CUST00777,Middle East,UAE,Abu Dhabi,Wholesale
CUST00778,Europe,Germany,Hamburg,Retail
CUST00779,Asia,Japan,Osaka,Wholesale
CUST00780,North America,Mexico,Mexico City,Retail
CUST00781,Asia,South Korea,Seoul,Retail
CUST00782,North America,Canada,Toronto,Wholesale
CUST00783,Asia,China,Beijing,Retail
CUST00784,Asia,South Korea,Seoul,E-commerce
CUST00785,Asia,India,Delhi,Wholesale
CUST00786,North America,USA,Los Angeles,Retail
CUST00787,Asia,Singapore,Singapore,Retail
CUST00788,North America,Canada,Montreal,Wholesale
CUST00789,North America,Mexico,Guadalajara,Corporate
CUST00790,Asia,Singapore,Singapore,E-commerce
CUST00791,North America,Mexico,Mexico City,Retail
CUST00792,Middle East,UAE,Abu Dhabi,Corporate
CUST00793,Europe,Netherlands,Rotterdam,Wholesale
CUST00794,North America,Mexico,Guadalajara,Corporate
CUST00795,Asia,Singapore,Singapore,Retail
CUST00796,South America,Brazil,Rio de Janeiro,Retail
CUST00797,Europe,Italy,Milan,Retail
CUST00798,Europe,Netherlands,Rotterdam,Corporate
CUST00799,Middle East,Saudi Arabia,Riyadh,Retail
CUST00800,Asia,South Korea,Seoul,Retail
CUST00801,South America,Brazil,Rio de Janeiro,Corporate
CUST00802,Asia,South Korea,Seoul,Wholesale
CUST00803,South America,Brazil,São Paulo,Wholesale
CUST00804,South America,Argentina,Buenos Aires,Retail
CUST00805,North America,USA,Chicago,Corporate
CUST00806,North America,Mexico,Mexico City,Wholesale
CUST00807,North America,Canada,Montreal,Corporate
CUST00808,Asia,Japan,Tokyo,Corporate
CUST00809,Middle East,Saudi Arabia,Riyadh,E-commerce
CUST00810,Asia,South Korea,Seoul,Retail
CUST00811,Asia,China,Shenzhen,Wholesale
CUST00812,North America,Canada,Montreal,Retail
CUST00813,Europe,Spain,Madrid,Wholesale
CUST00814,North America,Mexico,Mexico City,Corporate
CUST00815,Europe,Spain,Madrid,Corporate
CUST00816,Asia,China,Shenzhen,Corporate
CUST00817,North America,Mexico,Guadalajara,E-commerce
CUST00818,North America,Mexico,Mexico City,Wholesale
CUST00819,Asia,India,Mumbai,Corporate
CUST00820,Asia,India,Hyderabad,Retail
CUST00821,North America,Mexico,Guadalajara,E-commerce
CUST00822,Asia,China,Shenzhen,Retail
CUST00823,North America,Canada,Montreal,Retail
CUST00824,Europe,Italy,Milan,Wholesale
CUST00825,North America,Canada,Montreal,Retail
CUST00826,Europe,Spain,Barcelona,Wholesale
CUST00827,Europe,Italy,Rome,Retail
CUST00828,North America,Canada,Toronto,Retail
CUST00829,North America,Mexico,Guadalajara,Retail
CUST00830,Middle East,Saudi Arabia,Riyadh,Retail
CUST00831,Asia,India,Hyderabad,Retail
CUST00832,Asia,India,Delhi,E-commerce
CUST00833,Middle East,Saudi Arabia,Riyadh,Retail
CUST00834,Europe,Netherlands,Rotterdam,Wholesale
CUST00835,South America,Brazil,Rio de Janeiro,Corporate
CUST00836,Europe,Spain,Madrid,Retail
CUST00837,North America,Canada,Montreal,Retail
CUST00838,North America,Canada,Montreal,Retail
CUST00839,North America,Canada,Vancouver,Retail
CUST00840,Europe,UK,Manchester,Corporate
CUST00841,North America,Mexico,Mexico City,Retail
CUST00842,Europe,France,Paris,Corporate
CUST00843,Europe,Netherlands,Amsterdam,Corporate
CUST00844,North America,Canada,Vancouver,Wholesale
CUST00845,Asia,China,Shanghai,Wholesale
CUST00846,Europe,Germany,Berlin,Retail
CUST00847,Asia,Japan,Osaka,Retail
CUST00848,North America,Mexico,Guadalajara,Wholesale
CUST00849,North America,USA,Seattle,Corporate
CUST00850,Europe,UK,Manchester,Retail
CUST00851,Asia,South Korea,Seoul,Retail
CUST00852,Asia,China,Shanghai,Retail
CUST00853,Europe,Netherlands,Rotterdam,Wholesale
CUST00854,Middle East,Saudi Arabia,Riyadh,E-commerce
CUST00855,North America,Canada,Toronto,Retail
CUST00856,North America,USA,Houston,Wholesale
CUST00857,Asia,South Korea,Seoul,Retail
CUST00858,North America,USA,Los Angeles,Retail
CUST00859,Europe,Spain,Barcelona,Corporate
CUST00860,Asia,India,Mumbai,Retail
CUST00861,Asia,Japan,Osaka,Retail
CUST00862,Asia,South Korea,Seoul,Wholesale
CUST00863,Asia,Japan,Tokyo,Corporate
CUST00864,Asia,India,Chennai,E-commerce
CUST00865,Asia,China,Beijing,Retail
CUST00866,South America,Argentina,Buenos Aires,Wholesale
CUST00867,Asia,Japan,Tokyo,Wholesale
CUST00868,Europe,Netherlands,Amsterdam,Corporate
CUST00869,Asia,South Korea,Seoul,Retail
CUST00870,North America,Canada,Montreal,Corporate
CUST00871,Europe,France,Paris,Wholesale
CUST00872,North America,Canada,Montreal,Retail
CUST00873,North America,Canada,Montreal,Retail
CUST00874,North America,Canada,Montreal,Corporate
CUST00875,Middle East,UAE,Dubai,Retail
CUST00876,Asia,India,Chennai,Retail
CUST00877,Asia,Japan,Osaka,Retail
CUST00878,South America,Argentina,Buenos Aires,Retail
CUST00879,Asia,China,Shenzhen,Wholesale
CUST00880,Europe,Spain,Barcelona,Wholesale
CUST00881,Asia,South Korea,Seoul,Corporate
CUST00882,Asia,India,Mumbai,Retail
CUST00883,South America,Brazil,Rio de Janeiro,Retail
CUST00884,Europe,Netherlands,Rotterdam,Retail
CUST00885,Asia,China,Shenzhen,E-commerce
CUST00886,Asia,South Korea,Seoul,Corporate
CUST00887,Middle East,Saudi Arabia,Riyadh,Corporate
CUST00888,Middle East,UAE,Abu Dhabi,Retail
CUST00889,Europe,Spain,Barcelona,Retail
CUST00890,North America,Mexico,Guadalajara,E-commerce
CUST00891,Asia,South Korea,Seoul,Corporate
CUST00892,Asia,South Korea,Seoul,Corporate
CUST00893,Europe,Netherlands,Amsterdam,E-commerce
CUST00894,North America,Canada,Vancouver,Retail
CUST00895,Asia,India,Chennai,Retail
CUST00896,Asia,South Korea,Seoul,Retail
CUST00897,South America,Brazil,Rio de Janeiro,Corporate
CUST00898,Europe,France,Paris,Retail
CUST00899,South America,Brazil,Rio de Janeiro,Wholesale
CUST00900,Asia,China,Shenzhen,Wholesale
CUST00901,Europe,Italy,Rome,Retail
CUST00902,Europe,UK,Birmingham,Corporate
CUST00903,Asia,China,Shanghai,E-commerce
CUST00904,North America,Mexico,Mexico City,Corporate
CUST00905,Europe,UK,London,Retail
CUST00906,North America,Canada,Vancouver,Corporate
CUST00907,Asia,Singapore,Singapore,Corporate
CUST00908,North America,Canada,Montreal,Corporate
CUST00909,Asia,China,Beijing,Wholesale
CUST00910,Asia,South Korea,Seoul,Retail
CUST00911,Asia,India,Hyderabad,Retail
CUST00912,North America,USA,Dallas,Corporate
CUST00913,Asia,China,Shenzhen,E-commerce
CUST00914,South America,Argentina,Buenos Aires,E-commerce
CUST00915,Asia,South Korea,Seoul,Corporate
CUST00916,Middle East,Saudi Arabia,Riyadh,Wholesale
CUST00917,Asia,Singapore,Singapore,Retail
CUST00918,Europe,Spain,Barcelona,E-commerce
CUST00919,Europe,Italy,Rome,Corporate
CUST00920,Asia,South Korea,Seoul,Corporate
CUST00921,North America,USA,Los Angeles,Retail
CUST00922,North America,Canada,Montreal,E-commerce
CUST00923,Asia,Japan,Tokyo,Corporate
CUST00924,Asia,Japan,Osaka,Wholesale
CUST00925,Europe,Italy,Milan,Corporate
CUST00926,North America,Mexico,Guadalajara,Retail
CUST00927,South America,Argentina,Buenos Aires,Corporate
CUST00928,Asia,Japan,Osaka,Corporate
CUST00929,North America,Canada,Toronto,Retail
CUST00930,South America,Argentina,Buenos Aires,E-commerce
CUST00931,Asia,Japan,Tokyo,E-commerce
CUST00932,Asia,Japan,Tokyo,Retail
CUST00933,Asia,Japan,Tokyo,E-commerce
CUST00934,North America,Canada,Vancouver,Retail
CUST00935,Europe,Italy,Rome,Corporate
CUST00936,Asia,Singapore,Singapore,E-commerce
CUST00937,North America,USA,Seattle,Corporate
CUST00938,Middle East,Saudi Arabia,Riyadh,Retail
CUST00939,Middle East,UAE,Dubai,Corporate
CUST00940,North America,Mexico,Mexico City,Retail
CUST00941,South America,Brazil,São Paulo,Retail
CUST00942,Asia,South Korea,Seoul,Retail
CUST00943,Europe,Italy,Milan,Corporate
CUST00944,North America,USA,New York,E-commerce
CUST00945,Asia,Singapore,Singapore,Wholesale
CUST00946,Asia,Singapore,Singapore,E-commerce
CUST00947,North America,Mexico,Mexico City,Corporate
CUST00948,North America,USA,Dallas,Retail
CUST00949,Europe,UK,Manchester,Wholesale
CUST00950,Europe,Italy,Rome,Retail
CUST00951,Europe,Netherlands,Amsterdam,Wholesale
CUST00952,Asia,Japan,Osaka,Retail
CUST00953,North America,Canada,Montreal,Wholesale
CUST00954,Asia,India,Mumbai,Retail
CUST00955,Asia,South Korea,Seoul,Retail
CUST00956,Europe,Spain,Madrid,Wholesale
CUST00957,North America,USA,Houston,Corporate
CUST00958,Europe,UK,London,Wholesale
CUST00959,Europe,Netherlands,Rotterdam,E-commerce
CUST00960,North America,USA,Boston,Retail
CUST00961,North America,Canada,Toronto,Retail
CUST00962,North America,USA,Chicago,Retail
CUST00963,Asia,South Korea,Seoul,E-commerce
CUST00964,Asia,Japan,Osaka,Wholesale
CUST00965,Asia,Singapore,Singapore,Corporate
CUST00966,North America,USA,Seattle,Corporate
CUST00967,Asia,South Korea,Seoul,Retail
CUST00968,Asia,Japan,Tokyo,Retail
CUST00969,North America,USA,Chicago,E-commerce
CUST00970,South America,Brazil,Rio de Janeiro,Wholesale
CUST00971,North America,Mexico,Guadalajara,Corporate
CUST00972,Asia,China,Shanghai,E-commerce
CUST00973,North America,Mexico,Guadalajara,Corporate
CUST00974,Asia,Japan,Tokyo,Retail
CUST00975,Europe,UK,Birmingham,E-commerce
CUST00976,Europe,Italy,Rome,Retail
CUST00977,Middle East,Saudi Arabia,Riyadh,Retail
CUST00978,Europe,Germany,Munich,Retail
CUST00979,North America,Mexico,Mexico City,E-commerce
CUST00980,Asia,China,Shanghai,E-commerce
CUST00981,Asia,Singapore,Singapore,E-commerce
CUST00982,North America,USA,New York,Wholesale
CUST00983,Asia,Japan,Osaka,E-commerce
CUST00984,North America,USA,Houston,Retail
CUST00985,North America,Canada,Vancouver,Retail
CUST00986,South America,Argentina,Buenos Aires,Retail
CUST00987,North America,Canada,Montreal,Corporate
CUST00988,Asia,Japan,Tokyo,Retail
CUST00989,Asia,India,Hyderabad,Corporate
CUST00990,Asia,India,Chennai,Corporate
CUST00991,Asia,Japan,Tokyo,Retail
CUST00992,North America,Canada,Montreal,Retail
CUST00993,South America,Argentina,Buenos Aires,E-commerce
CUST00994,North America,Mexico,Guadalajara,Corporate
CUST00995,South America,Argentina,Buenos Aires,Retail
