Customer_ID,Customer_Region,Customer_Country,Customer_City,Customer_Segment
CUST00996,Asia,China,Shanghai,Retail
CUST00997,North America,Canada,Toronto,Retail
CUST00998,Europe,Netherlands,Rotterdam,E-commerce
CUST00999,South America,Argentina,Buenos Aires,Corporate
CUST01000,Asia,South Korea,Seoul,Wholesale
CUST01001,Europe,UK,Birmingham,Retail
CUST01002,Asia,South Korea,Seoul,E-commerce
CUST01003,North America,Mexico,Guadalajara,Wholesale
CUST01004,South America,Argentina,Buenos Aires,Corporate
CUST01005,Europe,Spain,Madrid,Retail
CUST01006,Asia,India,Pune,Retail
CUST01007,North America,Mexico,Mexico City,Corporate
CUST01008,South America,Brazil,São Paulo,Retail
CUST01009,North America,Canada,Montreal,Corporate
CUST01010,Europe,Netherlands,Amsterdam,Wholesale
CUST01011,Asia,China,Shenzhen,Corporate
CUST01012,Asia,South Korea,Seoul,Retail
CUST01013,Europe,Germany,Hamburg,Corporate
CUST01014,Middle East,Saudi Arabia,Riyadh,Corporate
CUST01015,North America,Canada,Toronto,Corporate
CUST01016,North America,Mexico,Guadalajara,Retail
CUST01017,Asia,Singapore,Singapore,Retail
CUST01018,Europe,Spain,Barcelona,Retail
CUST01019,Asia,Japan,Tokyo,Retail
CUST01020,Middle East,Saudi Arabia,Riyadh,Retail
CUST01021,Europe,Germany,Hamburg,Retail
CUST01022,North America,USA,Dallas,Retail
CUST01023,Asia,India,Mumbai,Corporate
CUST01024,Asia,Singapore,Singapore,Retail
CUST01025,Asia,India,Pune,Retail
CUST01026,Asia,India,Mumbai,Retail
CUST01027,North America,Canada,Toronto,Corporate
CUST01028,Europe,France,Lyon,Retail
CUST01029,Middle East,UAE,Dubai,Retail
CUST01030,Asia,Singapore,Singapore,Corporate
CUST01031,Asia,Singapore,Singapore,Retail
CUST01032,Europe,Netherlands,Rotterdam,E-commerce
CUST01033,Europe,Germany,Hamburg,Wholesale
CUST01034,Middle East,UAE,Abu Dhabi,Retail
CUST01035,Asia,India,Delhi,Retail
CUST01036,Europe,Spain,Barcelona,Retail
CUST01037,South America,Brazil,São Paulo,Wholesale
CUST01038,North America,USA,Seattle,Retail
CUST01039,North America,USA,Chicago,E-commerce
CUST01040,North America,Canada,Montreal,Retail
CUST01041,North America,Mexico,Guadalajara,Retail
CUST01042,Asia,South Korea,Seoul,Retail
CUST01043,North America,USA,Los Angeles,Corporate
CUST01044,Asia,Singapore,Singapore,Retail
CUST01045,Europe,UK,Manchester,Retail
CUST01046,Asia,China,Shenzhen,Retail
CUST01047,North America,USA,New York,Retail
CUST01048,Asia,Singapore,Singapore,Retail
CUST01049,Middle East,UAE,Dubai,Corporate
CUST01050,North America,USA,New York,Retail
CUST01051,Europe,Spain,Madrid,Retail
CUST01052,North America,Canada,Montreal,E-commerce
CUST01053,North America,Mexico,Mexico City,E-commerce
CUST01054,North America,USA,Boston,Retail
CUST01055,South America,Brazil,Rio de Janeiro,Retail
CUST01056,Europe,Netherlands,Amsterdam,Retail
CUST01057,Asia,South Korea,Seoul,Retail
CUST01058,Asia,India,Delhi,Corporate
CUST01059,Europe,Spain,Barcelona,Retail
CUST01060,Asia,China,Shenzhen,Corporate
CUST01061,Asia,South Korea,Seoul,Wholesale
CUST01062,North America,Mexico,Guadalajara,Wholesale
CUST01063,North America,USA,Chicago,Retail
CUST01064,North America,USA,Boston,Retail
CUST01065,Asia,South Korea,Seoul,Wholesale
CUST01066,Europe,Netherlands,Rotterdam,Wholesale
CUST01067,North America,Canada,Toronto,E-commerce
CUST01068,South America,Brazil,Rio de Janeiro,Retail
CUST01069,Asia,South Korea,Seoul,Corporate
CUST01070,Europe,Germany,Munich,Corporate
CUST01071,North America,Mexico,Guadalajara,Corporate
CUST01072,Europe,Spain,Barcelona,Retail
CUST01073,Europe,Italy,Rome,Retail
CUST01074,South America,Argentina,Buenos Aires,Retail
CUST01075,Asia,Japan,Osaka,Retail
CUST01076,North America,USA,Seattle,Corporate
CUST01077,Asia,South Korea,Seoul,Retail
CUST01078,Europe,UK,London,Retail
CUST01079,North America,Canada,Montreal,Corporate
CUST01080,Europe,UK,Manchester,Retail
CUST01081,Middle East,UAE,Abu Dhabi,Corporate
CUST01082,North America,Canada,Montreal,Retail
CUST01083,Europe,Spain,Madrid,Retail
CUST01084,Europe,Netherlands,Amsterdam,E-commerce
CUST01085,Europe,France,Paris,Retail
CUST01086,Asia,Japan,Tokyo,Retail
CUST01087,Asia,Singapore,Singapore,Retail
CUST01088,North America,USA,Dallas,Corporate
CUST01089,Asia,China,Shanghai,E-commerce
CUST01090,Asia,Japan,Osaka,E-commerce
CUST01091,Asia,South Korea,Seoul,E-commerce
CUST01092,North America,USA,Los Angeles,Wholesale
CUST01093,Middle East,UAE,Abu Dhabi,Retail
CUST01094,Middle East,UAE,Abu Dhabi,Retail
CUST01095,Europe,France,Paris,Retail
CUST01096,Europe,UK,London,Retail
CUST01097,Europe,Italy,Milan,Corporate
CUST01098,North America,Mexico,Guadalajara,Wholesale
CUST01099,Europe,UK,Birmingham,Retail
CUST01100,Asia,South Korea,Seoul,Retail
CUST01101,Asia,Singapore,Singapore,Retail
CUST01102,Asia,South Korea,Seoul,E-commerce
CUST01103,Europe,France,Lyon,Retail
CUST01104,Europe,Netherlands,Rotterdam,Retail
CUST01105,Europe,France,Lyon,Corporate
CUST01106,Europe,France,Lyon,Retail
CUST01107,Middle East,Saudi Arabia,Riyadh,E-commerce
CUST01108,North America,Mexico,Guadalajara,Corporate
CUST01109,North America,Canada,Toronto,Retail
CUST01110,Europe,France,Lyon,Retail
CUST01111,Europe,Netherlands,Amsterdam,Corporate
CUST01112,Asia,South Korea,Seoul,E-commerce
CUST01113,South America,Brazil,São Paulo,Wholesale
CUST01114,Europe,France,Lyon,E-commerce
CUST01115,Asia,Japan,Tokyo,Wholesale
CUST01116,Asia,China,Beijing,Wholesale
CUST01117,Asia,China,Beijing,E-commerce
CUST01118,Middle East,UAE,Abu Dhabi,Retail
CUST01119,Europe,Spain,Barcelona,E-commerce
CUST01120,Europe,France,Lyon,E-commerce
CUST01121,Europe,Italy,Rome,Retail
CUST01122,Asia,Singapore,Singapore,Retail
CUST01123,North America,Mexico,Guadalajara,Retail
CUST01124,Europe,UK,London,Corporate
CUST01125,Europe,Italy,Rome,E-commerce
CUST01126,Middle East,UAE,Dubai,Retail
CUST01127,North America,Mexico,Mexico City,Wholesale
CUST01128,Europe,Germany,Hamburg,E-commerce
CUST01129,Asia,India,Mumbai,Retail
CUST01130,South America,Argentina,Buenos Aires,Retail
CUST01131,North America,Mexico,Mexico City,E-commerce
CUST01132,Asia,India,Hyderabad,E-commerce
CUST01133,Europe,UK,London,Corporate
CUST01134,North America,USA,Dallas,E-commerce
CUST01135,Asia,Singapore,Singapore,Corporate
CUST01136,North America,USA,Dallas,Wholesale
CUST01137,North America,Mexico,Guadalajara,Retail
CUST01138,Asia,Singapore,Singapore,Retail
CUST01139,North America,USA,Dallas,Retail
CUST01140,Asia,South Korea,Seoul,E-commerce
CUST01141,Asia,India,Mumbai,E-commerce
CUST01142,North America,Mexico,Guadalajara,Wholesale
CUST01143,Asia,South Korea,Seoul,Retail
CUST01144,North America,USA,Dallas,Wholesale
CUST01145,North America,Mexico,Guadalajara,Retail
CUST01146,North America,USA,New York,Wholesale
CUST01147,North America,USA,Dallas,Wholesale
CUST01148,North America,USA,Los Angeles,Corporate
CUST01149,Asia,China,Shenzhen,Corporate
CUST01150,Asia,South Korea,Seoul,Retail
CUST01151,Europe,France,Lyon,Retail
CUST01152,Asia,Singapore,Singapore,Retail
CUST01153,North America,Canada,Vancouver,E-commerce
CUST01154,Asia,Singapore,Singapore,E-commerce
CUST01155,Europe,Italy,Milan,Retail
CUST01156,Asia,Japan,Tokyo,Corporate
CUST01157,North America,Mexico,Mexico City,Wholesale
CUST01158,Asia,India,Chennai,Retail
CUST01159,Europe,Netherlands,Rotterdam,Retail
CUST01160,Asia,South Korea,Seoul,Retail
CUST01161,North America,USA,Boston,E-commerce
CUST01162,Europe,Germany,Hamburg,E-commerce
CUST01163,Asia,China,Shanghai,Corporate
CUST01164,Asia,Singapore,Singapore,Corporate
CUST01165,Middle East,Saudi Arabia,Riyadh,Corporate
CUST01166,Europe,Spain,Madrid,Corporate
CUST01167,Asia,China,Shanghai,E-commerce
CUST01168,Europe,Italy,Rome,Retail
CUST01169,Europe,France,Paris,Corporate
CUST01170,Asia,India,Hyderabad,Corporate
CUST01171,Asia,Japan,Tokyo,Wholesale
CUST01172,North America,USA,Seattle,Wholesale
CUST01173,Europe,France,Paris,Corporate
CUST01174,Asia,China,Shenzhen,Wholesale
CUST01175,Asia,China,Shenzhen,Corporate
CUST01176,Asia,Singapore,Singapore,Retail
CUST01177,North America,Canada,Toronto,Retail
CUST01178,North America,Mexico,Mexico City,Retail
CUST01179,Asia,South Korea,Seoul,Corporate
CUST01180,Asia,South Korea,Seoul,Retail
CUST01181,North America,Canada,Montreal,Retail
CUST01182,North America,USA,Seattle,Retail
CUST01183,Asia,India,Pune,Wholesale
CUST01184,Asia,Japan,Tokyo,Retail
CUST01185,Europe,Germany,Munich,Retail
CUST01186,North America,USA,Seattle,Retail
CUST01187,North America,USA,Chicago,E-commerce
CUST01188,Europe,Spain,Barcelona,E-commerce
CUST01189,Europe,France,Paris,E-commerce
CUST01190,Asia,Japan,Osaka,Corporate
CUST01191,Europe,Netherlands,Amsterdam,Retail
CUST01192,North America,Canada,Montreal,Wholesale
CUST01193,Asia,Singapore,Singapore,Retail
CUST01194,North America,USA,Boston,Corporate
CUST01195,Middle East,Saudi Arabia,Riyadh,Wholesale
CUST01196,Middle East,Saudi Arabia,Riyadh,Wholesale
CUST01197,Asia,India,Mumbai,Retail
CUST01198,North America,Canada,Toronto,Corporate
CUST01199,Asia,Singapore,Singapore,Retail
CUST01200,Middle East,Saudi Arabia,Riyadh,Corporate
CUST01201,Europe,France,Paris,Corporate
CUST01202,Asia,India,Mumbai,Retail
CUST01203,Europe,France,Lyon,Retail
CUST01204,North America,Canada,Vancouver,Retail
CUST01205,North America,USA,Los Angeles,E-commerce
CUST01206,Asia,India,Delhi,Corporate
CUST01207,Europe,Netherlands,Rotterdam,E-commerce
CUST01208,Asia,South Korea,Seoul,Corporate
CUST01209,North America,USA,New York,Retail
CUST01210,Asia,India,Bangalore,Corporate
CUST01211,North America,Mexico,Mexico City,Retail
CUST01212,North America,Mexico,Guadalajara,Retail
CUST01213,North America,Canada,Toronto,Retail
CUST01214,South America,Argentina,Buenos Aires,Retail
CUST01215,Europe,Netherlands,Amsterdam,Retail
CUST01216,Asia,South Korea,Seoul,Corporate
CUST01217,Asia,South Korea,Seoul,Wholesale
CUST01218,Asia,Singapore,Singapore,Retail
CUST01219,Asia,China,Beijing,Retail
CUST01220,Asia,Japan,Osaka,Retail
CUST01221,Europe,Netherlands,Amsterdam,Retail
CUST01222,Europe,Germany,Berlin,Corporate
CUST01223,Asia,Singapore,Singapore,Corporate
CUST01224,Middle East,Saudi Arabia,Riyadh,Corporate
CUST01225,North America,Canada,Toronto,Retail
CUST01226,North America,Canada,Vancouver,Wholesale
CUST01227,Europe,UK,Birmingham,E-commerce
CUST01228,Asia,Singapore,Singapore,Retail
CUST01229,North America,Canada,Toronto,Wholesale
CUST01230,Asia,China,Beijing,Retail
CUST01231,Asia,India,Chennai,Retail
CUST01232,North America,Canada,Montreal,Corporate
CUST01233,Asia,Singapore,Singapore,Retail
CUST01234,Asia,Singapore,Singapore,Retail
CUST01235,North America,Canada,Montreal,E-commerce
CUST01236,North America,Mexico,Mexico City,Retail
CUST01237,South America,Argentina,Buenos Aires,Wholesale
CUST01238,North America,Mexico,Mexico City,Corporate
CUST01239,Europe,Netherlands,Rotterdam,Retail
CUST01240,Asia,China,Beijing,Retail
CUST01241,Asia,Japan,Osaka,Corporate
CUST01242,North America,Mexico,Guadalajara,Corporate
CUST01243,Asia,South Korea,Seoul,E-commerce
CUST01244,Middle East,Saudi Arabia,Riyadh,Wholesale
CUST01245,Middle East,Saudi Arabia,Riyadh,Corporate
CUST01246,Middle East,Saudi Arabia,Riyadh,Retail
CUST01247,Europe,Spain,Madrid,Retail
CUST01248,Asia,South Korea,Seoul,Retail
CUST01249,North America,Mexico,Mexico City,Wholesale
CUST01250,Europe,Italy,Rome,Retail
CUST01251,North America,Mexico,Mexico City,Corporate
CUST01252,Europe,Netherlands,Rotterdam,Corporate
CUST01253,Asia,India,Chennai,Retail
CUST01254,South America,Argentina,Buenos Aires,Retail
CUST01255,Europe,Italy,Rome,E-commerce
CUST01256,North America,USA,Chicago,Retail
CUST01257,Asia,China,Shenzhen,Retail
CUST01258,North America,Canada,Vancouver,Retail
CUST01259,Asia,India,Chennai,E-commerce
CUST01260,Europe,Spain,Barcelona,Retail
CUST01261,Europe,Spain,Barcelona,Corporate
CUST01262,Asia,South Korea,Seoul,Retail
CUST01263,North America,Mexico,Mexico City,Corporate
CUST01264,Europe,France,Paris,Retail
CUST01265,Asia,India,Delhi,Retail
CUST01266,Europe,Italy,Rome,Retail
CUST01267,Asia,China,Shenzhen,Wholesale
CUST01268,Middle East,UAE,Abu Dhabi,Wholesale
CUST01269,South America,Argentina,Buenos Aires,Retail
CUST01270,Middle East,UAE,Dubai,Retail
CUST01271,Middle East,UAE,Abu Dhabi,E-commerce
CUST01272,North America,USA,Dallas,E-commerce
CUST01273,Europe,Italy,Milan,Retail
CUST01274,Europe,Netherlands,Rotterdam,Corporate
CUST01275,Asia,Singapore,Singapore,Corporate
CUST01276,Middle East,UAE,Abu Dhabi,Retail
CUST01277,North America,USA,Houston,E-commerce
CUST01278,Middle East,UAE,Abu Dhabi,E-commerce
CUST01279,Europe,Netherlands,Amsterdam,E-commerce
CUST01280,North America,USA,Seattle,Retail
CUST01281,Europe,Italy,Milan,Wholesale
CUST01282,Asia,Japan,Osaka,Corporate
CUST01283,North America,Canada,Vancouver,Retail
CUST01284,Europe,UK,Birmingham,Wholesale
CUST01285,Europe,Netherlands,Rotterdam,Retail
CUST01286,Asia,Singapore,Singapore,Retail
CUST01287,South America,Argentina,Buenos Aires,Retail
CUST01288,North America,Canada,Toronto,Retail
CUST01289,Asia,Japan,Tokyo,Wholesale
CUST01290,North America,Mexico,Mexico City,Retail
CUST01291,Europe,Germany,Munich,Retail
CUST01292,Europe,Italy,Milan,Corporate
CUST01293,Asia,China,Shenzhen,Retail
CUST01294,Europe,UK,Birmingham,E-commerce
CUST01295,Middle East,UAE,Dubai,Retail
CUST01296,North America,Canada,Montreal,Retail
CUST01297,Europe,Netherlands,Rotterdam,Wholesale
CUST01298,South America,Brazil,Rio de Janeiro,E-commerce
CUST01299,Europe,Italy,Milan,Retail
CUST01300,North America,USA,Boston,Retail
CUST01301,Europe,Italy,Rome,Retail
CUST01302,North America,Canada,Toronto,Retail
CUST01303,Asia,South Korea,Seoul,E-commerce
CUST01304,Asia,Singapore,Singapore,Corporate
CUST01305,Asia,Singapore,Singapore,Retail
CUST01306,Asia,China,Shanghai,Retail
CUST01307,South America,Argentina,Buenos Aires,Retail
CUST01308,Middle East,UAE,Dubai,Corporate
CUST01309,Europe,France,Lyon,Corporate
CUST01310,Europe,UK,Manchester,Wholesale
CUST01311,Asia,India,Bangalore,Retail
CUST01312,South America,Argentina,Buenos Aires,E-commerce
CUST01313,South America,Argentina,Buenos Aires,Retail
CUST01314,North America,Mexico,Mexico City,Corporate
CUST01315,Europe,France,Lyon,Retail
CUST01316,Europe,Netherlands,Amsterdam,Retail
CUST01317,Asia,Japan,Tokyo,E-commerce
CUST01318,Asia,China,Beijing,Retail
CUST01319,Asia,India,Delhi,E-commerce
CUST01320,Europe,France,Paris,Retail
CUST01321,North America,USA,Chicago,Wholesale
CUST01322,Asia,China,Shenzhen,Corporate
CUST01323,North America,Canada,Vancouver,Corporate
CUST01324,Asia,South Korea,Seoul,E-commerce
CUST01325,Europe,Spain,Barcelona,Retail
CUST01326,Europe,Netherlands,Amsterdam,Retail
CUST01327,Asia,Singapore,Singapore,Wholesale
CUST01328,Asia,South Korea,Seoul,Retail
CUST01329,Europe,Netherlands,Rotterdam,Retail
CUST01330,Middle East,UAE,Dubai,Retail
CUST01331,Asia,Japan,Osaka,Retail
CUST01332,Asia,South Korea,Seoul,Retail
CUST01333,North America,Canada,Toronto,E-commerce
CUST01334,Asia,Singapore,Singapore,Corporate
CUST01335,North America,USA,Seattle,Wholesale
CUST01336,Europe,Netherlands,Rotterdam,Retail
CUST01337,Asia,Singapore,Singapore,Wholesale
CUST01338,North America,Canada,Montreal,Retail
CUST01339,Europe,Netherlands,Rotterdam,E-commerce
CUST01340,North America,USA,New York,E-commerce
CUST01341,North America,Mexico,Mexico City,Retail
CUST01342,Europe,UK,Manchester,Corporate
CUST01343,Asia,India,Bangalore,Corporate
CUST01344,North America,USA,Dallas,Retail
CUST01345,North America,Canada,Toronto,Corporate
CUST01346,Middle East,Saudi Arabia,Riyadh,Retail
CUST01347,Asia,South Korea,Seoul,Corporate
CUST01348,Asia,South Korea,Seoul,Wholesale
CUST01349,North America,Canada,Montreal,Retail
CUST01350,Europe,France,Paris,Corporate
CUST01351,Europe,Italy,Rome,E-commerce
CUST01352,North America,Mexico,Mexico City,Corporate
CUST01353,North America,Canada,Toronto,Corporate
CUST01354,South America,Brazil,Rio de Janeiro,Corporate
CUST01355,North America,USA,Houston,E-commerce
CUST01356,Asia,Japan,Osaka,Wholesale
CUST01357,Asia,India,Chennai,Retail
CUST01358,Asia,India,Delhi,E-commerce
CUST01359,South America,Brazil,Rio de Janeiro,Wholesale
CUST01360,North America,Mexico,Guadalajara,Corporate
CUST01361,Middle East,UAE,Dubai,Corporate
CUST01362,Europe,UK,London,Retail
CUST01363,North America,USA,Dallas,Wholesale
CUST01364,Europe,France,Lyon,Retail
CUST01365,North America,Mexico,Mexico City,Retail
CUST01366,North America,Canada,Montreal,E-commerce
CUST01367,Europe,France,Lyon,Retail
CUST01368,North America,Mexico,Guadalajara,Wholesale
CUST01369,Europe,Spain,Madrid,E-commerce
CUST01370,Asia,China,Beijing,Corporate
CUST01371,North America,USA,Chicago,E-commerce
CUST01372,Asia,China,Shenzhen,Wholesale
CUST01373,Europe,UK,London,Retail
CUST01374,Asia,China,Shenzhen,E-commerce
CUST01375,Asia,Japan,Tokyo,Retail
CUST01376,Asia,Singapore,Singapore,E-commerce
CUST01377,North America,USA,Dallas,Wholesale
CUST01378,Asia,Japan,Osaka,Corporate
CUST01379,Europe,Netherlands,Rotterdam,Wholesale
CUST01380,South America,Brazil,São Paulo,Retail
CUST01381,North America,Canada,Montreal,Retail
CUST01382,Europe,Italy,Rome,Retail
CUST01383,Asia,Japan,Osaka,Retail
CUST01384,North America,Canada,Vancouver,Retail
CUST01385,North America,Mexico,Mexico City,Retail
CUST01386,Asia,India,Hyderabad,Wholesale
CUST01387,Asia,Singapore,Singapore,Retail
CUST01388,North America,USA,Seattle,Retail
CUST01389,Asia,South Korea,Seoul,Retail
CUST01390,Middle East,UAE,Abu Dhabi,Corporate
CUST01391,North America,USA,Houston,Corporate
CUST01392,Asia,Japan,Osaka,Retail
CUST01393,North America,Canada,Vancouver,Retail
CUST01394,Asia,South Korea,Seoul,Retail
CUST01395,Europe,Spain,Barcelona,E-commerce
CUST01396,Asia,Japan,Tokyo,Corporate
CUST01397,Asia,India,Mumbai,E-commerce
CUST01398,Asia,Singapore,Singapore,Retail
CUST01399,North America,USA,Seattle,Wholesale
CUST01400,Europe,UK,Manchester,Retail
CUST01401,Europe,Netherlands,Amsterdam,Retail
CUST01402,Asia,Singapore,Singapore,Corporate
CUST01403,Asia,China,Shenzhen,Retail
CUST01404,North America,Canada,Toronto,E-commerce
CUST01405,North America,Canada,Toronto,Retail
CUST01406,Asia,Japan,Osaka,E-commerce
CUST01407,Asia,India,Bangalore,Retail
CUST01408,Europe,Italy,Milan,Corporate
CUST01409,North America,USA,Houston,Retail
CUST01410,Asia,Japan,Tokyo,E-commerce
CUST01411,Asia,Singapore,Singapore,Corporate
CUST01412,North America,Mexico,Mexico City,Corporate
CUST01413,Asia,India,Delhi,Retail
CUST01414,Europe,Netherlands,Amsterdam,E-commerce
CUST01415,Middle East,UAE,Dubai,Retail
CUST01416,Asia,South Korea,Seoul,E-commerce
CUST01417,North America,USA,New York,E-commerce
CUST01418,Asia,Japan,Tokyo,Corporate
CUST01419,North America,Canada,Montreal,Corporate
CUST01420,Europe,UK,Manchester,Retail
CUST01421,Europe,Germany,Berlin,Retail
CUST01422,Europe,Netherlands,Amsterdam,E-commerce
CUST01423,Europe,Italy,Milan,Wholesale
CUST01424,Asia,India,Bangalore,Corporate
CUST01425,Middle East,Saudi Arabia,Riyadh,Retail
CUST01426,Asia,China,Beijing,Retail
CUST01427,Asia,China,Shenzhen,Wholesale
CUST01428,South America,Brazil,São Paulo,Retail
CUST01429,Asia,South Korea,Seoul,Retail
CUST01430,North America,Mexico,Mexico City,Retail
CUST01431,Europe,Netherlands,Rotterdam,Corporate
CUST01432,North America,Mexico,Mexico City,Retail
CUST01433,North America,Mexico,Mexico City,Retail
CUST01434,Asia,Singapore,Singapore,E-commerce
CUST01435,North America,USA,New York,Retail
CUST01436,Asia,India,Delhi,Retail
CUST01437,Asia,India,Pune,Retail
CUST01438,Asia,Singapore,Singapore,Corporate
CUST01439,North America,Canada,Vancouver,Corporate
CUST01440,North America,USA,Los Angeles,Retail
CUST01441,Middle East,Saudi Arabia,Riyadh,Wholesale
CUST01442,North America,USA,Dallas,Wholesale
CUST01443,Middle East,Saudi Arabia,Riyadh,Corporate
CUST01444,Asia,Japan,Tokyo,Corporate
CUST01445,North America,Mexico,Mexico City,Wholesale
CUST01446,Europe,Italy,Rome,Retail
CUST01447,Europe,France,Paris,E-commerce
CUST01448,Europe,UK,Manchester,Corporate
CUST01449,Asia,Singapore,Singapore,Retail
CUST01450,South America,Brazil,Rio de Janeiro,Corporate
CUST01451,North America,Mexico,Mexico City,Corporate
CUST01452,North America,Mexico,Mexico City,Retail
CUST01453,North America,Canada,Vancouver,Retail
CUST01454,Europe,UK,Manchester,Corporate
CUST01455,Middle East,Saudi Arabia,Riyadh,Retail
CUST01456,North America,Mexico,Mexico City,Retail
CUST01457,Europe,Netherlands,Amsterdam,Retail
CUST01458,Asia,India,Pune,Corporate
CUST01459,Asia,India,Mumbai,Corporate
CUST01460,South America,Argentina,Buenos Aires,Retail
CUST01461,North America,USA,New York,Retail
CUST01462,North America,Canada,Montreal,Retail
CUST01463,Asia,Japan,Osaka,Retail
CUST01464,Asia,Singapore,Singapore,Retail
CUST01465,North America,USA,Boston,E-commerce
CUST01466,North America,Mexico,Mexico City,Corporate
CUST01467,Asia,Japan,Tokyo,Retail
CUST01468,Asia,Japan,Tokyo,Retail
CUST01469,Europe,Spain,Madrid,Corporate
CUST01470,Europe,UK,Birmingham,Retail
CUST01471,North America,Canada,Vancouver,Wholesale
CUST01472,Asia,South Korea,Seoul,E-commerce
CUST01473,Middle East,Saudi Arabia,Riyadh,Retail
CUST01474,Europe,Italy,Milan,Corporate
CUST01475,Middle East,UAE,Dubai,E-commerce
CUST01476,Asia,India,Chennai,Retail
CUST01477,Europe,Germany,Munich,Corporate
CUST01478,Asia,South Korea,Seoul,E-commerce
CUST01479,North America,Canada,Montreal,Wholesale
CUST01480,South America,Brazil,São Paulo,Wholesale
CUST01481,Europe,Germany,Hamburg,Corporate
CUST01482,Asia,China,Shenzhen,Corporate
CUST01483,Asia,India,Delhi,Corporate
CUST01484,Asia,Singapore,Singapore,Retail
CUST01485,Asia,South Korea,Seoul,Retail
CUST01486,North America,USA,Chicago,Wholesale
CUST01487,Europe,UK,Birmingham,Retail
CUST01488,Asia,Japan,Tokyo,Retail
CUST01489,Asia,India,Bangalore,E-commerce
CUST01490,Asia,Singapore,Singapore,Retail
CUST01491,Asia,South Korea,Seoul,Retail
CUST01492,Europe,France,Paris,Corporate
CUST01493,Asia,Singapore,Singapore,Retail
CUST01494,Europe,Spain,Barcelona,Retail
CUST01495,Asia,India,Chennai,E-commerce
CUST01496,North America,Mexico,Mexico City,Corporate
CUST01497,Europe,France,Paris,Retail
CUST01498,Europe,France,Paris,Corporate
CUST01499,North America,Mexico,Mexico City,Retail
CUST01500,Europe,UK,Birmingham,Retail
